presentacion_original,presentacion_corregida,presentacion_key,unidad_base,contenido_base,cantidad,unidad_original,unidades_empaque,subtipo_conteo,regla,confianza,requiere_revision,motivo_revision,metodo,es_comparable
#20148441. Gabby´s Dollhouse. Gabby´ Canta y Celebra,#20148441. Gabby´s Dollhouse. Gabby´ Canta y Celebra,#20148441. GABBY S DOLLHOUSE. GABBY CANTA Y CELEBRA,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#2201. Hornito Mi Alegría,#2201. Hornito Mi Alegría,#2201. HORNITO MI ALEGRIA,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#2301. Hello Kitty Color Spray,#2301. Hello Kitty Color Spray,#2301. HELLO KITTY COLOR SPRAY,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#36730. Dragon Ball. Blue Goku o Super Saiyan o Vegeta o...,#36730. Dragon Ball. Blue Goku o Super Saiyan o Vegeta o...,#36730. DRAGON BALL. BLUE GOKU O SUPER SAIYAN O VEGETA O,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#38150. Anime Heroes. Naruto Uzumaki Ó Sasuke Uchiha,#38150. Anime Heroes. Naruto Uzumaki Ó Sasuke Uchiha,#38150. ANIME HEROES. NARUTO UZUMAKI O SASUKE UCHIHA,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#38330. Anime Heroes. Mega Monkey D. Luffy Ó Roronoa Zoro,#38330. Anime Heroes. Mega Monkey D. Luffy Ó Roronoa Zoro,#38330. ANIME HEROES. MEGA MONKEY D. LUFFY O RORONOA ZORO,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6044952. Monster Jam. Megalodon R/c (escala 1:24),#6044952. Monster Jam. Megalodon R/c (escala 1:24),#6044952. MONSTER JAM. MEGALODON R/C (ESCALA 1:24),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6044955. Monster Jam. Grave Digger R/c (escala 1:24),#6044955. Monster Jam. Grave Digger R/c (escala 1:24),#6044955. MONSTER JAM. GRAVE DIGGER R/C (ESCALA 1:24),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6054190. Paw Patrol. Chase Rc Police Crusier o Marshall Rc Firetruck,#6054190. Paw Patrol. Chase Rc Police Crusier o Marshall Rc Firetruck,#6054190. PAW PATROL. CHASE RC POLICE CRUSIER O MARSHALL RC FIRETRUCK,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6054195. Paw Patrol. R/c. Marshall Rc Fire Truck o Chase Rc Police Cruiser,#6054195. Paw Patrol. R/c. Marshall Rc Fire Truck o Chase Rc Police Cruiser,#6054195. PAW PATROL. R/C. MARSHALL RC FIRE TRUCK O CHASE RC POLICE CRUISER,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6054418. Hedbanz. Adulting. Ponte Serio,#6054418. Hedbanz. Adulting. Ponte Serio,#6054418. HEDBANZ. ADULTING. PONTE SERIO,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6056277. Monster Jam. Megalodon R/c. Storm,#6056277. Monster Jam. Megalodon R/c. Storm,#6056277. MONSTER JAM. MEGALODON R/C. STORM,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6056778. Dc. Superman,#6056778. Dc. Superman,#6056778. DC. SUPERMAN,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6058281. Paw Patrol. Adventure Bay Rescue Way,#6058281. Paw Patrol. Adventure Bay Rescue Way,#6058281. PAW PATROL. ADVENTURE BAY RESCUE WAY,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6059577. Masha And The Bear,#6059577. Masha And The Bear,#6059577. MASHA AND THE BEAR,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6060414/#20148180 . Gabby´s Dollhouse. Casa de Muñecas Festiva de Gabby,#6060414/#20148180 . Gabby´s Dollhouse. Casa de Muñecas Festiva de Gabby,#6060414/#20148180 . GABBY S DOLLHOUSE. CASA DE MUNECAS FESTIVA DE GABBY,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6060444. Paw Patrol The Movie. Marshall Transforming City Firetruck,#6060444. Paw Patrol The Movie. Marshall Transforming City Firetruck,#6060444. PAW PATROL THE MOVIE. MARSHALL TRANSFORMING CITY FIRETRUCK,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6060517. Monster Jam. Rc el Toro Loco,#6060517. Monster Jam. Rc el Toro Loco,#6060517. MONSTER JAM. RC EL TORO LOCO,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6064153. Gabby´s Dollhouse. Gabby Girl Dress-up Closet,#6064153. Gabby´s Dollhouse. Gabby Girl Dress-up Closet,#6064153. GABBY S DOLLHOUSE. GABBY GIRL DRESS-UP CLOSET,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6065255. Paw Patrol. All Paws. Gift Set,#6065255. Paw Patrol. All Paws. Gift Set,#6065255. PAW PATROL. ALL PAWS. GIFT SET,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6065308/#2013913. Paw Patrol. Whale Patroller,#6065308/#2013913. Paw Patrol. Whale Patroller,#6065308/#2013913. PAW PATROL. WHALE PATROLLER,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6066190/#20140429. Dc. Aquaman. Sinning Triden,#6066190/#20140429. Dc. Aquaman. Sinning Triden,#6066190/#20140429. DC. AQUAMAN. SINNING TRIDEN,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6067084/#20142213. Rubble & Crew. Rubble´s Construction Family Gift Pack,#6067084/#20142213. Rubble & Crew. Rubble´s Construction Family Gift Pack,#6067084/#20142213. RUBBLE & CREW. RUBBLE S CONSTRUCTION FAMILY GIFT PACK,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6067474/#20142922. Dc. Armor- Up. Batman Mask,#6067474/#20142922. Dc. Armor- Up. Batman Mask,#6067474/#20142922. DC. ARMOR- UP. BATMAN MASK,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6067621. Dc. Batman,#6067621. Dc. Batman,#6067621. DC. BATMAN,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6067623. Dc. Robin,#6067623. Dc. Robin,#6067623. DC. ROBIN,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6067624. Dc. Nightwing,#6067624. Dc. Nightwing,#6067624. DC. NIGHTWING,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6067790/#20143450. Bitzee. First Digital Pet,#6067790/#20143450. Bitzee. First Digital Pet,#6067790/#20143450. BITZEE. FIRST DIGITAL PET,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6067878/#20143594. Gabby´s Dollhouse. Piscina Gatástica de Gabby Girl,#6067878/#20143594. Gabby´s Dollhouse. Piscina Gatástica de Gabby Girl,#6067878/#20143594. GABBY S DOLLHOUSE. PISCINA GATASTICA DE GABBY GIRL,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6068023. Paw Patrol. Marshall´s. de Luxe Elephant Vehicle,#6068023. Paw Patrol. Marshall´s. de Luxe Elephant Vehicle,#6068023. PAW PATROL. MARSHALL S. DE LUXE ELEPHANT VEHICLE,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6068074/#20143966. Rubble & Crew. Rubble´s Bark Yard Deluxe Bulldozer,#6068074/#20143966. Rubble & Crew. Rubble´s Bark Yard Deluxe Bulldozer,#6068074/#20143966. RUBBLE & CREW. RUBBLE S BARK YARD DELUXE BULLDOZER,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6068572/#20144717. Gabby´s Dollhouse.crucero de Gabby,#6068572/#20144717. Gabby´s Dollhouse.crucero de Gabby,#6068572/#20144717. GABBY S DOLLHOUSE.CRUCERO DE GABBY,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6069100. Dc. Batman Adventures. Nightwing,#6069100. Dc. Batman Adventures. Nightwing,#6069100. DC. BATMAN ADVENTURES. NIGHTWING,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6069243. Dc. Batman. Batman o Killer Croc o Killer Shark,#6069243. Dc. Batman. Batman o Killer Croc o Killer Shark,#6069243. DC. BATMAN. BATMAN O KILLER CROC O KILLER SHARK,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6069338. Paw Patrol. Lauch & Rescue Patroller,#6069338. Paw Patrol. Lauch & Rescue Patroller,#6069338. PAW PATROL. LAUCH & RESCUE PATROLLER,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6069338. Paw Patrol. Launch & Rescue Patroller,#6069338. Paw Patrol. Launch & Rescue Patroller,#6069338. PAW PATROL. LAUNCH & RESCUE PATROLLER,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6069443. Gabby´s Dollhuse. The Movie. Groove With Gabby & Friends Musical Set,#6069443. Gabby´s Dollhuse. The Movie. Groove With Gabby & Friends Musical Set,#6069443. GABBY S DOLLHUSE. THE MOVIE. GROOVE WITH GABBY & FRIENDS MUSICAL SET,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6069672. Paw Patrol. Super Loop Tower Hq,#6069672. Paw Patrol. Super Loop Tower Hq,#6069672. PAW PATROL. SUPER LOOP TOWER HQ,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6069755. Gabby´s Dollhouse. Gabby´s Party Room Play Set,#6069755. Gabby´s Dollhouse. Gabby´s Party Room Play Set,#6069755. GABBY S DOLLHOUSE. GABBY S PARTY ROOM PLAY SET,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6069755/#20146557. Gabby´s Dollhouse. Gabby´s Party Room Play Set,#6069755/#20146557. Gabby´s Dollhouse. Gabby´s Party Room Play Set,#6069755/#20146557. GABBY S DOLLHOUSE. GABBY S PARTY ROOM PLAY SET,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6069913. Teen Titans Go! Booty Scooty Robin,#6069913. Teen Titans Go! Booty Scooty Robin,#6069913. TEEN TITANS GO! BOOTY SCOOTY ROBIN,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6069959. Monster Jam. Marvel. Iron Man,#6069959. Monster Jam. Marvel. Iron Man,#6069959. MONSTER JAM. MARVEL. IRON MAN,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6070096. Paw Patrol. Power Haulin Patroller,#6070096. Paw Patrol. Power Haulin Patroller,#6070096. PAW PATROL. POWER HAULIN PATROLLER,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6070503. Dc. Batman. (gigante),#6070503. Dc. Batman. (gigante),#6070503. DC. BATMAN. (GIGANTE),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6070507. Dc. Batman. King Shark,#6070507. Dc. Batman. King Shark,#6070507. DC. BATMAN. KING SHARK,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6070508. Dc. Batman. Killer Croc,#6070508. Dc. Batman. Killer Croc,#6070508. DC. BATMAN. KILLER CROC,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6070509. Cool Maker. Go Glam. Estudio de Uñas,#6070509. Cool Maker. Go Glam. Estudio de Uñas,#6070509. COOL MAKER. GO GLAM. ESTUDIO DE UNAS,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6071115. Dc. Batman. The Dark Knight. Batman,#6071115. Dc. Batman. The Dark Knight. Batman,#6071115. DC. BATMAN. THE DARK KNIGHT. BATMAN,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6071116. Dc. Batman. The Dark Knight. The Joker,#6071116. Dc. Batman. The Dark Knight. The Joker,#6071116. DC. BATMAN. THE DARK KNIGHT. THE JOKER,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6071134. Dc. Batman (renacimiento),#6071134. Dc. Batman (renacimiento),#6071134. DC. BATMAN (RENACIMIENTO),,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6071248. Paw Patrol. Crush N´ Roll Recycling Truck,#6071248. Paw Patrol. Crush N´ Roll Recycling Truck,#6071248. PAW PATROL. CRUSH N ROLL RECYCLING TRUCK,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6071544. Paw Patrol. Pup Squad Paw Patroller,#6071544. Paw Patrol. Pup Squad Paw Patroller,#6071544. PAW PATROL. PUP SQUAD PAW PATROLLER,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6071776. Monster Jam. Mini Jams Megalodon Mad Hog Chaper,#6071776. Monster Jam. Mini Jams Megalodon Mad Hog Chaper,#6071776. MONSTER JAM. MINI JAMS MEGALODON MAD HOG CHAPER,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6072060. Monster Jam. Rc el Toro Loco,#6072060. Monster Jam. Rc el Toro Loco,#6072060. MONSTER JAM. RC EL TORO LOCO,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6072355. Monster Jam. Marvel. Super Hero Rc Challenge Pack,#6072355. Monster Jam. Marvel. Super Hero Rc Challenge Pack,#6072355. MONSTER JAM. MARVEL. SUPER HERO RC CHALLENGE PACK,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6072500. Monster Jam. Smash & Bash. Grave Digger Rc,#6072500. Monster Jam. Smash & Bash. Grave Digger Rc,#6072500. MONSTER JAM. SMASH & BASH. GRAVE DIGGER RC,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6072541. How To Train Your Dragon. Ultimate Plasma Blast Toothless,#6072541. How To Train Your Dragon. Ultimate Plasma Blast Toothless,#6072541. HOW TO TRAIN YOUR DRAGON. ULTIMATE PLASMA BLAST TOOTHLESS,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6072587. How To Train Your Dragon. Gronckle + Fishlegs,#6072587. How To Train Your Dragon. Gronckle + Fishlegs,#6072587. HOW TO TRAIN YOUR DRAGON. GRONCKLE + FISHLEGS,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6072592. Cool Marker. Taller de Pulseras,#6072592. Cool Marker. Taller de Pulseras,#6072592. COOL MARKER. TALLER DE PULSERAS,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6072598. Dora. Baila Conmigo,#6072598. Dora. Baila Conmigo,#6072598. DORA. BAILA CONMIGO,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6072600. Paw Patrol. Rapid Reload Fire Truck,#6072600. Paw Patrol. Rapid Reload Fire Truck,#6072600. PAW PATROL. RAPID RELOAD FIRE TRUCK,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6072667. Dc. Metal Force. Superman,#6072667. Dc. Metal Force. Superman,#6072667. DC. METAL FORCE. SUPERMAN,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6072679. Dc. Metal Force. Batman,#6072679. Dc. Metal Force. Batman,#6072679. DC. METAL FORCE. BATMAN,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6072755. Dc. Ninja Strike. Batman Ó Gorilla Grodd Ó The Joker,#6072755. Dc. Ninja Strike. Batman Ó Gorilla Grodd Ó The Joker,#6072755. DC. NINJA STRIKE. BATMAN O GORILLA GRODD O THE JOKER,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6072778. Dora. Casita Sélvatica Explora y Juega,#6072778. Dora. Casita Sélvatica Explora y Juega,#6072778. DORA. CASITA SELVATICA EXPLORA Y JUEGA,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6072961. Paw Patrol. Fire Rescue Team Pack,#6072961. Paw Patrol. Fire Rescue Team Pack,#6072961. PAW PATROL. FIRE RESCUE TEAM PACK,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6073298. Paw Patrol. Rc Action Cruiser,#6073298. Paw Patrol. Rc Action Cruiser,#6073298. PAW PATROL. RC ACTION CRUISER,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6073723. Monster Jam. The Amazing Spider-man Rc,#6073723. Monster Jam. The Amazing Spider-man Rc,#6073723. MONSTER JAM. THE AMAZING SPIDER-MAN RC,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6073760. Paw Patrol. Rescue Command Center,#6073760. Paw Patrol. Rescue Command Center,#6073760. PAW PATROL. RESCUE COMMAND CENTER,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6073931. Dc Night Flare Batman,#6073931. Dc Night Flare Batman,#6073931. DC NIGHT FLARE BATMAN,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6073986. Shered N´blast Sk8board,#6073986. Shered N´blast Sk8board,#6073986. SHERED N BLAST SK8BOARD,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6073986. Tech Deck. Shred N´ Blast Sk8board,#6073986. Tech Deck. Shred N´ Blast Sk8board,#6073986. TECH DECK. SHRED N BLAST SK8BOARD,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6074119. Gabby´s Dollhuse. The Movie. Gabby´s Swet Treat Mountain Playset,#6074119. Gabby´s Dollhuse. The Movie. Gabby´s Swet Treat Mountain Playset,#6074119. GABBY S DOLLHUSE. THE MOVIE. GABBY S SWET TREAT MOUNTAIN PLAYSET,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6074334. Dora. My Adventure. Backpack,#6074334. Dora. My Adventure. Backpack,#6074334. DORA. MY ADVENTURE. BACKPACK,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6074334. Gabby´s Dollhuse. Gabby´s S Meow-mazin Dollhouse,#6074334. Gabby´s Dollhuse. Gabby´s S Meow-mazin Dollhouse,#6074334. GABBY S DOLLHUSE. GABBY S S MEOW-MAZIN DOLLHOUSE,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6074338. Gabby´s Dollhouse. Gabby´ Siréne Chanson Et Lumiéres,#6074338. Gabby´s Dollhouse. Gabby´ Siréne Chanson Et Lumiéres,#6074338. GABBY S DOLLHOUSE. GABBY SIRENE CHANSON ET LUMIERES,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6074348. Dc. Ninja Strike. Batman Ó The Joker Ó Robin,#6074348. Dc. Ninja Strike. Batman Ó The Joker Ó Robin,#6074348. DC. NINJA STRIKE. BATMAN O THE JOKER O ROBIN,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6074369. How To Train Your Dragon. Real Flying Rc Tothless,#6074369. How To Train Your Dragon. Real Flying Rc Tothless,#6074369. HOW TO TRAIN YOUR DRAGON. REAL FLYING RC TOTHLESS,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6074673. Dc. Ninja Strike. Batman,#6074673. Dc. Ninja Strike. Batman,#6074673. DC. NINJA STRIKE. BATMAN,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6074675. Dc. Ninja Strike. The Joker,#6074675. Dc. Ninja Strike. The Joker,#6074675. DC. NINJA STRIKE. THE JOKER,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#6074836. Dora. Canta y Explora,#6074836. Dora. Canta y Explora,#6074836. DORA. CANTA Y EXPLORA,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
#83. Fábrica de Chocolates,#83. Fábrica de Chocolates,#83. FABRICA DE CHOCOLATES,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
(?84wd). 1 Pza,(?84wd). 1 Pza,(?84WD). 1 PZA,pieza,1.0,1.0,PZA,,PIEZA,conteo_explicito,alta,False,,auto,True
0230125. Patin/scooter. Frozen. Elsa o Anna,0230125. Patin/scooter. Frozen. Elsa o Anna,0230125. PATIN/SCOOTER. FROZEN. ELSA O ANNA,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
0280808. Patin/scooter. Spider-man. Born Hero,0280808. Patin/scooter. Spider-man. Born Hero,0280808. PATIN/SCOOTER. SPIDER-MAN. BORN HERO,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
0460808. Patin/scooter. Buzz Ligthyear,0460808. Patin/scooter. Buzz Ligthyear,0460808. PATIN/SCOOTER. BUZZ LIGTHYEAR,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
08988. Minicoche de Carreras C/r Antigravedad de Luigi,08988. Minicoche de Carreras C/r Antigravedad de Luigi,08988. MINICOCHE DE CARRERAS C/R ANTIGRAVEDAD DE LUIGI,,,,,,,sin_cantidad,baja,True,sin_cantidad,auto,False
1 Kg.,1 Kg.,1 KG,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Agrio con Semilla,1 Kg. Agrio con Semilla,1 KG. AGRIO CON SEMILLA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Agrio con Semilla o Colima,1 Kg. Agrio con Semilla o Colima,1 KG. AGRIO CON SEMILLA O COLIMA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Agrio con Semilla o Colima. Upc 4306. en Malla,1 Kg. Agrio con Semilla o Colima. Upc 4306. en Malla,1 KG. AGRIO CON SEMILLA O COLIMA. UPC 4306. EN MALLA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Agrio con Semilla o Colima. en Malla,1 Kg. Agrio con Semilla o Colima. en Malla,1 KG. AGRIO CON SEMILLA O COLIMA. EN MALLA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Ahumado. Tipo Marlín o Tipo Marlín al Natural,1 Kg. Ahumado. Tipo Marlín o Tipo Marlín al Natural,1 KG. AHUMADO. TIPO MARLIN O TIPO MARLIN AL NATURAL,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Bolsa. Russet,1 Kg. Bolsa. Russet,1 KG. BOLSA. RUSSET,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Centro de Lomo,1 Kg. Centro de Lomo,1 KG. CENTRO DE LOMO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Congelada,1 Kg. Congelada,1 KG. CONGELADA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Congelado,1 Kg. Congelado,1 KG. CONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Desmenuzado,1 Kg. Desmenuzado,1 KG. DESMENUZADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Entero. Congelado,1 Kg. Entero. Congelado,1 KG. ENTERO. CONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Entero. Fresco,1 Kg. Entero. Fresco,1 KG. ENTERO. FRESCO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Entero. Fresco. Ración,1 Kg. Entero. Fresco. Ración,1 KG. ENTERO. FRESCO. RACION,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Entero. del Golfo. Congelado,1 Kg. Entero. del Golfo. Congelado,1 KG. ENTERO. DEL GOLFO. CONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Filete,1 Kg. Filete,1 KG. FILETE,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Filete Sin Piel (chileno o Pacífico),1 Kg. Filete Sin Piel (chileno o Pacífico),1 KG. FILETE SIN PIEL (CHILENO O PACIFICO),kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Filete Sin Piel (chileno o Pacífico) Congelado,1 Kg. Filete Sin Piel (chileno o Pacífico) Congelado,1 KG. FILETE SIN PIEL (CHILENO O PACIFICO) CONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Filete Sin Piel (chileno o Pacífico) Descongelado,1 Kg. Filete Sin Piel (chileno o Pacífico) Descongelado,1 KG. FILETE SIN PIEL (CHILENO O PACIFICO) DESCONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Filete Sin Piel (chileno o Pacífico). Congelado o Descongelado,1 Kg. Filete Sin Piel (chileno o Pacífico). Congelado o Descongelado,1 KG. FILETE SIN PIEL (CHILENO O PACIFICO). CONGELADO O DESCONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Filete Sin Piel (noruego),1 Kg. Filete Sin Piel (noruego),1 KG. FILETE SIN PIEL (NORUEGO),kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Filete Sin Piel (noruego). Congelado o Descongelado,1 Kg. Filete Sin Piel (noruego). Congelado o Descongelado,1 KG. FILETE SIN PIEL (NORUEGO). CONGELADO O DESCONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Filete con Piel (chileno o Pacífico),1 Kg. Filete con Piel (chileno o Pacífico),1 KG. FILETE CON PIEL (CHILENO O PACIFICO),kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Filete con Piel (chileno o Pacífico) Congelado,1 Kg. Filete con Piel (chileno o Pacífico) Congelado,1 KG. FILETE CON PIEL (CHILENO O PACIFICO) CONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Filete con Piel (chileno o Pacífico) Descongelado,1 Kg. Filete con Piel (chileno o Pacífico) Descongelado,1 KG. FILETE CON PIEL (CHILENO O PACIFICO) DESCONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Filete con Piel (chileno o Pacífico). Congelado o Descongelado,1 Kg. Filete con Piel (chileno o Pacífico). Congelado o Descongelado,1 KG. FILETE CON PIEL (CHILENO O PACIFICO). CONGELADO O DESCONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Filete con Piel (noruego),1 Kg. Filete con Piel (noruego),1 KG. FILETE CON PIEL (NORUEGO),kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Filete con Piel (noruego). Congelado o Descongelado,1 Kg. Filete con Piel (noruego). Congelado o Descongelado,1 KG. FILETE CON PIEL (NORUEGO). CONGELADO O DESCONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Filete o Lomo. Congelado,1 Kg. Filete o Lomo. Congelado,1 KG. FILETE O LOMO. CONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Filete. Granja. Congelado,1 Kg. Filete. Granja. Congelado,1 KG. FILETE. GRANJA. CONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Filete. Noruego Salado,1 Kg. Filete. Noruego Salado,1 KG. FILETE. NORUEGO SALADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel,1 Kg. Granel,1 KG. GRANEL,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel (bolsa). Pierna con Muslo,1 Kg. Granel (bolsa). Pierna con Muslo,1 KG. GRANEL (BOLSA). PIERNA CON MUSLO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel Entera/en Trozo/en Rama,1 Kg. Granel Entera/en Trozo/en Rama,1 KG. GRANEL ENTERA/EN TROZO/EN RAMA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
